,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tripmeter,Seating_Capacity,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Unnamed: 112,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System
129,807,Bmw,Z4 Roadster,Sdrive 20I,6490000,1998 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52 litres,Petrol,1304 mm,4324 mm,2024 mm,"Sports, Convertible",2.0,,,7.6 km/litre,,1495 kg,8,,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,Electric Power,All Windows,"Yes, with memory",Smart Key,197hp@4500-6500rpm,320hp@1450-2000rpm,Yes,Digital,Yes,2.0,Automatic,2470 mm,225/50 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",281 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,"Eco, Sport, Normal, Comfort",Yes,,Yes,,,,,Yes,Yes,Front Row,1740 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes
130,809,Mercedes-Benz V-Class,Mercedes-Benz V-Class,Expression Elwb,6840000,2143 cc,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,93 litres,Diesel,1880 mm,5370 mm,1928 mm,MUV,5.0,,,,,,7,,Ventilated Disc,Ventilated Disc,,,Yes,All Windows,,Smart Key,163bhp@3800rpm,380Nm@1400-2400rpm,Yes,Digital,Yes,7.0,Automatic,3430 mm,245/45 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, Manual",Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,3100 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Manual Adjustment,Yes
131,812,Audi,Q7,45 Tdi Premium Plus,7221500,2967 cc,6.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,75 litres,Diesel,1740 mm,5052 mm,1968 mm,SUV,5.0,9.3 km/litre,12.6 km/litre,14.75 km/litre,,2330 kg,8,200 mm,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,Electric Power,All Windows,Yes,Smart Key,249PS@4500RPM,600Nm@1500-3000rpm,Digital,Digital,2,7.0,Automatic,2994 mm,255/60R18,Yes,4,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",295 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3rd/4th year( regardless of its mileage),Yes,Internal,Digital,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2925 kg,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,8.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
132,818,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,6952964,1998 cc,4.0,4.0,4WD,In-line,BS IV,"Front, Longitudinal",Injection,,Petrol,1609 mm,4370 mm,1900 mm,Convertible,5.0,15.68 km/litre,,15.7 km/litre,,2013 kg,9,,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,Electric Power,All Windows,"Yes, with memory",Smart Key,240PS@5500rpm,340NM@1500rpm,Digital,Analog,Yes,4.0,Automatic,2660 mm,155/85R18,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",251 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2410 kg,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
133,819,Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,7246802,1999 cc,4.0,4.0,4WD,In-line,BS IV,"Front, Longitudinal",Injection,,Diesel,1665 mm,4797 mm,2145 mm,SUV,5.0,15.68 km/litre,15.7 km/litre,15.7 km/litre,,,9,,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,Electric Power,All Windows,,Smart Key,179PS@4000rpm,430NM@1750-2500rpm,Digital,Analog,Yes,5.0,Automatic,2874 mm,235/65R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"12/24 months /2,00,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,
134,821,Mercedes-Benz E-Class All Terrain,Mercedes-Benz E-Class All Terrain,E 220D,7500000,1950 cc,6.0,4.0,RWD (Rear Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,80 litres,Diesel,1475 mm,4933 mm,1852 mm,SUV,4.0,,,12.06 km/litre,,,,155 mm,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,Electric Power,All Windows,"Yes, with memory",Smart Key,194hp@3800rpm,400Nm@1600-2800RPM,Analog,Analog,Yes,5.0,Automatic,3079 mm,245/45 R19,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,Internal,540 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes
135,822,Volvo,Xc90,D5 Inscription,8790000,1969 cc,4.0,4.0,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,68 litres,Diesel,1776 mm,4950 mm,2140 mm,SUV,5.0,13.2 km/litre,,17.2 km/litre,,2962 kg,8,218 mm,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer",5Link Suspension with coil spring,Electro-Hydraulic,All Windows,Power seats,Smart Key,225PS@4250RPM,470Nm@1740RPM,Digital,Analog,Yes,7.0,Automatic,2984 mm,235/65R20,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,530 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes
136,837,Jaguar,Xj,3.0L,9738609,2993 cc,6.0,4.0,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,82 litres,Diesel,1457 mm,5252 mm,1899 mm,Sedan,4.0,9.5 km/litre,10.5 km/litre,12.9 km/litre,,1871 kg,8,100 mm,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,Hydraulic Power,All Windows,Yes,Smart Key,274PS@4000RPM,600Nm@3500rpm,Digital,Analog,Yes,5.0,Automatic,3157 mm,245/45 R19,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,Internal,520 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Analog,Yes,6.3 meter,Yes,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2450 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6.0,16:01,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes
137,881,Maruti Suzuki,Omni,5 Str Bs-Iv,282778,796 cc,3.0,2.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35 litres,Petrol,1640 mm,3370 mm,1410 mm,MPV,5.0,13 km/litre,14.7 km/litre,16.8 km/litre,,785 kg,4,165 mm,Solid Disc,Drum,McPherson Strut,Leaf spring with Shock absorbers,,,,,34.7PS@5000rpm,59Nm@2500rpm,Analog,Analog,,5.0,Manual,1840 mm,R12,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,525 litres,,,Yes,,Front,,Front & Rear,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog,Manual,Analog + Digital,,4.1 meter,Yes,Co-Driver Only,Not Applicable,,,,,,,,,,,,,,,,,,Yes,NA kg,,,,,,,,,,,,,,,,,,,,,,
138,883,Go+,Go+,Datsun D,412292,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1507 mm,3995 mm,1635 mm,MPV,5.0,12.8 km/litre,17.9 km/litre,20.6 km/litre,,,5,180 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,,Only Front Windows,,,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,2,7.0,Manual,2450 mm,155/70R13,,Yes,Not on offer,,Yes,2 years / Unlimited Kms,,Internal,347 litres,,Yes,Yes,Digital,Yes,Yes,Yes,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Heater,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Front passenger frontal airbag,Yes,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,
139,892,Fiat,Punto Evo Pure,1.2L Fire Dynamic,482330,1172 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1525 mm,3987 mm,1687 mm,Hatchback,5.0,12 km/litre,15 km/litre,15 km/litre,,1165 kg,5,195 mm,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Torsion beam & coil spring,Hydraulic Power,All Windows,,,68PS@6000rpm,96Nm@2500RPM,Digital,Analog,Yes,5.0,Manual,2510 mm,165/80R14,,,CD Player with USB & Aux-in,,,,,Internal,280 litres,,Yes,Yes,Digital,Front,,Front & Rear,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5 meter,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,
140,894,Ford,Figo,Ambiente 1.2 Ti-Vct,523000,1194 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3941 mm,1704 mm,Hatchback,5.0,,,20.4 km/litre,,1026 kg,5,,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,Electric Power,Only Front Windows,,,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Yes,5.0,Manual,2490 mm,175/65R14,,Yes,,,,"2 Years / 100,000 Kms (whichever comes first)",,Internal,,,,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2.0,,Rake,,,Rear sensors,Yes,,,,,,,,,,
141,900,Maruti Suzuki,Baleno,1.3 Delta,746621,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Diesel,1510 mm,3995 mm,1745 mm,Hatchback,5.0,27.39 km/litre,,27.39 km/litre,,970 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,Electric Power,All Windows,,Remote,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,Yes,5.0,Manual,2520 mm,185/65R15,,2,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,339 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,Yes,,,
142,913,Hyundai,Grand I10,1.2 Kappa Vtvt Magna,586428,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5.0,18.9 km/litre,18.9 km/litre,18.9 km/litre,,1003 kg,5,165 mm,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,Electric Power,All Windows,,Remote,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Yes,5.0,Manual,2425 mm,165/65R14,,2,CD/MP3 Player,,,"3 years / 100,000 Kms",Yes,Internal,256 litres,,Yes,Yes,,Front,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,,,1042 kg,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,,,,,,,,,Yes,,,
143,919,Fiat,Linea Classic,1.3 Multijet,751203,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1487 mm,4560 mm,1730 mm,Sedan,4.0,16.2 km/litre,19.5 km/litre,19.5 km/litre,,1210 kg,5,185 mm,Ventilated Disc,Drum,"Independent Wheel, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar","Torsion Beam, Helical Coil Springs, Double Acting Telescopic Dampers and Stabilizer Bar",Hydraulic Power,All Windows,,,76PS@4000RPM,197Nm@1750RPM,Digital,Analog,Yes,5.0,Manual,2603 mm,175/70R14,,,Not on offer,,Yes,"3 Years/1,00,000 Kms (Whichever comes earlier)",,Internal,500 litres,,,Yes,Digital,Not on offer,,,Yes,2 Years /150000 Kms (Whichever comes earlier),,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,All Rows,,,,,,,,,Rake,,,,Yes,,,,,,,Yes,,Manual Adjustment,
144,922,Nissan,Sunny,Xe Petrol,707025,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41 litres,Petrol,1515 mm,4455 mm,1695 mm,Sedan,4.0,10.6 km/litre,,16.95 km/litre,,,5,,Ventilated Disc,Drum,McPherson Strut,Torsion Bar,Electric Power,Only Front Windows,,,99PS@6000rpm,134Nm@4000rpm,Digital,Analog,Yes,5.0,Manual,2600 mm,R14,,Yes,Not on offer,,Yes,24 months /50000 Kms (whichever comes first),,Internal,490 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,,1.0,,Rake,,,,Yes,,,,,,,,Yes,,
145,929,Maruti Suzuki,Ertiga,Lxi,759000,1462 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,45 litres,Petrol,1690 mm,4395 mm,1735 mm,MPV,5.0,,,19.34 km/litre,,1135 kg,5,185 mm,Ventilated Disc,Drum,McPherson strut & coil spring,Torsion beam & coil spring,Electric Power,,,,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Yes,7.0,Manual,2740 mm,185/65R15,,Yes,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Internal,209 litres,,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Analog,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver Only,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1760 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,10.5:1,Rake,,,Rear sensors,Yes,,,,,,,,Yes,,
146,939,Maruti Suzuki,Baleno Rs,Rs 1.0,788913,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,37 litres,Petrol,1510 mm,3995 mm,1745 mm,Hatchback,5.0,21.4 km/litre,,21.4 km/litre,,950 kg,5,170 mm,Ventilated Disc,Ventilated Disc,McPherson Strut,Torsion Beam,Electric Power,All Windows,,Remote,102PS@5500rpm,150Nm@1700-4500RPM,Digital,Analog,Yes,5.0,Manual,2520 mm,195/55R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",339 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,,,,Yes,Normal,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1360 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes
147,940,Honda,Wr-V,Vx Diesel,1035000,1498 cc,,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1601 mm,3999 mm,1734 mm,SUV,5.0,25.5 km/litre,,25.5 km/litre,,1204 kg,7,188 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,Electric Power,All Windows,Yes,Smart Key,100PS@3600rpm,200Nm@1750rpm,Analog,Analog,2,5.0,Manual,2555 mm,195/60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",363 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,3 Years/Unlimited km Warranty*,Yes,"With Remote, Internal",Digital,Manual,Analog,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2.0,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes
148,949,Mahindra,Tuv300,T4 Plus,854328,1493 cc,3.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1817 mm,3995 mm,1835 mm,SUV,5.0,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184 mm,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,Electric Power,All Windows,,,84PS@3750RPM,240Nm@1600-2800rpm,Digital,Analog,Yes,7.0,Manual,2680 mm,215/75R15,,Yes,Not on offer,,Yes,3 years /100000 Kms (years/distance whichever comes first),,Internal,384 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),,Manual,Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,Yes,Yes,,,Yes,,Front Row,2225 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,,,,,,,,,,,,
149,956,Maruti Suzuki,S-Cross,1.3L Sigma,880689,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,48 litres,Diesel,1595 mm,4300 mm,1785 mm,Crossover,5.0,23.65 km/litre,,23.65 km/litre,,1215 kg,5,180 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion beam with coil spring,Electric Power,All Windows,,Remote,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Yes,5.0,Manual,2600 mm,205/55 R16,,Yes,,,Yes,,,Internal,375 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,,,,,,,,,,
150,960,Renault,Captur,Rxe Petrol,949999,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1619 mm,4329 mm,1813 mm,SUV,5.0,,,13.86 km/litre,,,5,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,Yes,All Windows,,Yes,106PS@5600rpm,142Nm@4000rpm,Digital,Digital,Yes,5.0,Manual,2673 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,392 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes
151,964,Mahindra,Xylo,D2 Bs-Iv,963037,2489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55 litres,Diesel,1895 mm,4520 mm,1850 mm,SUV,5.0,10.7 km/litre,13.6 km/litre,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,Yes,,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Yes,7.0,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,,Yes,Yes,,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog,Yes,5.5 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,,Yes,,,,,,,,,,
